"game_name";"game_description";"game_year";"game_cloneof";"game_romof";"video_screen";"video_orientation";"video_x";"video_y";"video_freq";"input_players";"input_control";"input_buttons";"driver_status";"driver_color";"driver_sound"
"mineswpr4";"Minesweeper (4-Player)";1977;"mineswpr";"mineswpr";"raster";"horizontal";256;224;60;4;"joy4way";;"imperfect";"good";"imperfect"
"elevator";"Elevator Action";1983;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"elevatorb";"Elevator Action (bootleg)";1983;"elevator";"elevator";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"cookbib2";"Cookie & Bibi 2";1996;;;"raster";"horizontal";256;224;57.5;2;"joy8way";3;"good";"good";"good"
"edfu";"E.D.F. : Earth Defense Force (North America)";1991;"edf";"edf";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"avspirit";"Avenging Spirit";1991;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"comotion";"Comotion";1976;;;"raster";"horizontal";256;224;60;4;"joy4way";;"imperfect";"good";"imperfect"
"atomboy";"Atomic Boy (revision B)";1985;"wilytowr";"wilytowr";"raster";"horizontal";256;224;60;2;"joy8way";1;"good";"good";"good"
"atlantol";"Atlant Olimpic";1996;"trackfld";"trackfld";"raster";"horizontal";256;224;60;4;"joy2way";1;"good";"good";"good"
"combatsct";"Combat School (trackball)";1987;"combatsc";"combatsc";"raster";"horizontal";256;224;60;2;"trackball";2;"good";"good";"good"
"mt_mwalk";"Michael Jackson's Moonwalker (Mega-Tech)";1990;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"mineswpr";"Minesweeper";1977;;;"raster";"horizontal";256;224;60;2;"joy4way";;"imperfect";"good";"imperfect"
"spnchout";"Super Punch-Out!!";1984;;;"raster";"horizontal";256;224;60;1;"joy4way";4;"good";"good";"good"
"ccboot2";"Crazy Climber (bootleg set 2)";1980;"cclimber";"cclimber";"raster";"horizontal";256;224;60;2;"doublejoy8way";;"good";"good";"good"
"f1gpstr2";"F-1 Grand Prix Star II";1993;;;"raster";"horizontal";256;224;30;1;"paddle";4;"imperfect";"good";"good"
"exzisusa";"Exzisus (Japan, conversion)";1987;"exzisus";"exzisus";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"shtngmst";"Shooting Master (8751 315-5159)";1985;;;"raster";"horizontal";256;224;60.096154;1;"lightgun";1;"preliminary";"good";"good"
"ginganin";"Ginga NinkyouDen (set 1)";1987;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"ginganina";"Ginga NinkyouDen (set 2)";1987;"ginganin";"ginganin";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"cabalbl";"Cabal (bootleg of Joystick version, set 1, alternate sound hardware)";1988;"cabal";"cabal";"raster";"horizontal";256;224;60;2;"joy8way";3;"imperfect";"good";"imperfect"
"mt_mystd";"Mystic Defender (Mega-Tech)";1989;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"mt_asyn";"Alien Syndrome (Mega-Tech, SMS based)";1987;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"blkheart";"Black Heart";1991;;;"raster";"horizontal";256;224;56.18;2;"joy8way";2;"imperfect";"good";"imperfect"
"snowbrosc";"Snow Bros. - Nick & Tom (set 4)";1990;"snowbros";"snowbros";"raster";"horizontal";256;224;57.5;2;"joy8way";3;"good";"good";"good"
"blkheartj";"Black Heart (Japan)";1991;"blkheart";"blkheart";"raster";"horizontal";256;224;56.18;2;"joy8way";2;"imperfect";"good";"imperfect"
"goodejana";"Good E Jong -Kachinuki Mahjong Syoukin Oh!!- (set 2)";1991;"goodejan";"goodejan";"raster";"horizontal";256;224;60;1;;;"imperfect";"good";"good"
"mustangb";"US AAF Mustang (bootleg)";1990;"mustang";"mustang";"raster";"horizontal";256;224;56;2;"joy8way";2;"good";"good";"good"
"uballoon";"Ultra Balloon";1996;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"cntrygrla";"Country Girl (Japan set 2)";1984;"cntrygrl";"cntrygrl";"raster";"horizontal";256;224;60;2;;10;"good";"good";"good"
"dland";"Dream Land / Super Dream Land (bootleg of Bubble Bobble)";1987;"bublbobl";"bublbobl";"raster";"horizontal";256;224;59.185606;2;"joy2way";2;"good";"good";"good"
"blkdrgon";"Black Dragon";1987;"blktiger";"blktiger";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"hcastljo";"Akuma-Jou Dracula (Japan version N)";1988;"hcastle";"hcastle";"raster";"horizontal";256;224;59;2;"joy8way";2;"good";"good";"good"
"dyndukef";"Dynamite Duke (US)";1989;"dynduke";"dynduke";"raster";"horizontal";256;224;60;2;"joy8way";3;"good";"good";"good"
"gensitou";"Genshi-Tou 1930's";1989;"prehisle";"prehisle";"raster";"horizontal";256;224;60;2;"joy8way";3;"good";"good";"good"
"wc90b1";"Euro League (Italian hack of Tecmo World Cup '90)";1989;"wc90";"wc90";"raster";"horizontal";256;224;60;2;"joy8way";2;"imperfect";"good";"imperfect"
"mt_astro";"Astro Warrior (Mega-Tech, SMS based)";1986;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"bsktball";"Basketball";1979;;;"raster";"horizontal";256;224;60;2;"trackball";1;"good";"good";"good"
"dynduke";"Dynamite Duke (Japan)";1989;;;"raster";"horizontal";256;224;60;2;"joy8way";3;"good";"good";"good"
"espial";"Espial (Europe)";1983;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"hcastlej";"Akuma-Jou Dracula (Japan version P)";1988;"hcastle";"hcastle";"raster";"horizontal";256;224;59;2;"joy8way";2;"good";"good";"good"
"mdrawpkr";"Draw Poker Joker's Wild";;;;"raster";"horizontal";256;224;60;1;;;"preliminary";"good";"good"
"denseib";"Ghost Chaser Densei (SNES bootleg)";1996;;;"raster";"horizontal";256;224;60.098476;4;"joy8way";10;"imperfect";"good";"imperfect"
"deadang";"Dead Angle";1988;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"espialu";"Espial (US?)";1983;"espial";"espial";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"nss_ncaa";"NCAA Basketball (Nintendo Super System)";1992;;"nss";"raster";"horizontal";256;224;60.098476;2;"joy8way";6;"preliminary";"good";"imperfect"
"snowbros3";"Snow Brothers 3 - Magical Adventure";2002;"snowbros";"snowbros";"raster";"horizontal";256;224;60;2;"joy8way";3;"imperfect";"good";"imperfect"
"fieldday";"Field Day";1984;;;"raster";"horizontal";256;224;60;4;;3;"good";"good";"good"
"polepos2bi";"Gran Premio F1 (Italian bootleg of Pole Position II)";1983;"polepos2";"polepos2";"raster";"horizontal";256;224;60.60606;1;"dial";1;"imperfect";"imperfect";"imperfect"
"gradius";"Gradius";1985;"nemesis";"nemesis";"raster";"horizontal";256;224;60.606061;2;"joy8way";3;"good";"good";"good"
"bullfgt";"Bullfight (315-5065)";1984;;;"raster";"horizontal";256;224;60.096154;2;"joy8way";2;"good";"good";"good"
"aladbl";"Aladdin (bootleg of Japanese Megadrive version)";1993;;;"raster";"horizontal";256;224;60;1;"joy8way";3;"good";"good";"good"
"blkdrgonb";"Black Dragon (bootleg)";1987;"blktiger";"blktiger";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"blktigerb1";"Black Tiger (bootleg set 1)";1987;"blktiger";"blktiger";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"imsorryj";"Gonbee no I'm Sorry (315-5110, Japan)";1985;"imsorry";"imsorry";"raster";"horizontal";256;224;60.096154;2;"joy8way";2;"good";"good";"good"
"goodejan";"Good E Jong -Kachinuki Mahjong Syoukin Oh!!- (set 1)";1991;;;"raster";"horizontal";256;224;60;1;;;"imperfect";"good";"good"
"blktigerb2";"Black Tiger (bootleg set 2)";1987;"blktiger";"blktiger";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"ddribble";"Double Dribble";1986;;;"raster";"horizontal";256;224;60;2;"joy8way";3;"good";"good";"good"
"blkpnthr";"Black Panther";1987;;;"raster";"horizontal";256;224;60.606061;2;"joy8way";2;"good";"good";"good"
"acommand";"Alien Command";1994;;;"raster";"horizontal";256;224;60;2;;1;"preliminary";"good";"good"
"mt_astrm";"Alien Storm (Mega-Tech)";1990;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"brapboys";"B.Rap Boys (World)";1992;;;"raster";"horizontal";256;224;59.1854;3;"joy8way";2;"good";"good";"good"
"mt_gsocr";"Great Soccer (Mega-Tech, SMS based)";;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"mt_ggolf";"Great Golf (Mega-Tech, SMS based)";1987;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"cabalus2";"Cabal (US set 2, Trackball version)";1988;"cabal";"cabal";"raster";"horizontal";256;224;59.6;2;"trackball";2;"good";"good";"good"
"cabal";"Cabal (World, Joystick version)";1988;;;"raster";"horizontal";256;224;59.6;2;"joy8way";3;"good";"good";"good"
"grdnstrm";"Guardian Storm";1998;;;"raster";"horizontal";256;224;56;2;"joy8way";2;"good";"good";"good"
"drgnbowl";"Dragon Bowl";1992;;;"raster";"horizontal";256;224;60;2;"joy8way";3;"good";"good";"good"
"greatgur";"Great Gurianos (Japan?)";1986;"gladiatr";"gladiatr";"raster";"horizontal";256;224;60;2;"joy8way";3;"good";"good";"good"
"blktiger";"Black Tiger";1987;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"fghtbskt";"Fighting Basketball";1984;;;"raster";"horizontal";256;224;60;2;"joy8way";1;"good";"good";"good"
"gsword2";"Great Swordsman (Japan?)";1984;"gsword";"gsword";"raster";"horizontal";256;224;60;2;"joy2way";3;"good";"good";"good"
"fruitbun";"Fruits & Bunny (World?)";1984;"cntrygrl";"cntrygrl";"raster";"horizontal";256;224;60;2;;10;"good";"good";"good"
"airbustrj";"Air Buster: Trouble Specialty Raid Unit (Japan)";1990;"airbustr";"airbustr";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"combatscj";"Combat School (Japan trackball)";1987;"combatsc";"combatsc";"raster";"horizontal";256;224;60;2;"trackball";2;"good";"good";"good"
"brapboysj";"B.Rap Boys Special (Japan)";1992;"brapboys";"brapboys";"raster";"horizontal";256;224;59.1854;3;"joy8way";2;"good";"good";"good"
"airbustr";"Air Buster: Trouble Specialty Raid Unit (World)";1990;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"airbustrb";"Air Buster: Trouble Specialty Raid Unit (bootleg)";1990;"airbustr";"airbustr";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"chukataiu";"Chuka Taisen (US)";1988;"chukatai";"chukatai";"raster";"horizontal";256;224;59.15;2;"joy8way";2;"good";"good";"good"
"ufosensi";"Ufo Senshi Yohko Chan (MC-8123, 317-0064)";1988;;;"raster";"horizontal";256;224;60.096154;2;"joy8way";3;"good";"good";"good"
"empcity";"Empire City: 1931 (bootleg?)";1986;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"bssoccer";"Back Street Soccer";1996;;;"raster";"horizontal";256;224;60;4;"joy8way";3;"good";"good";"good"
"backfirt";"Back Fire (Tecmo, bootleg)";1988;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"mexico86";"Mexico 86";1986;"kicknrun";"kicknrun";"raster";"horizontal";256;224;60;4;"joy8way";2;"good";"good";"good"
"mp_gslam";"Grand Slam (Mega Play)";1993;;"megaplay";"raster";"horizontal";256;224;60;2;"joy8way";4;"good";"good";"good"
"f1gpstar";"Grand Prix Star";1991;;;"raster";"horizontal";256;224;30;1;"paddle";4;"imperfect";"good";"good"
"chopliftbl";"Choplifter (bootleg)";1985;"choplift";"choplift";"raster";"horizontal";256;224;60.096154;2;"joy8way";2;"good";"good";"good"
"fjbuster";"Fujiyama Buster (Japan)";1992;"shogwarr";"shogwarr";"raster";"horizontal";256;224;59.1854;2;"joy8way";4;"good";"good";"good"
"choplift";"Choplifter (8751 315-5151)";1985;;;"raster";"horizontal";256;224;60.096154;2;"joy8way";2;"good";"good";"good"
"blasto";"Blasto";1978;;;"raster";"horizontal";256;224;60;2;"joy4way";1;"imperfect";"good";"imperfect"
"chukataij";"Chuka Taisen (Japan)";1988;"chukatai";"chukatai";"raster";"horizontal";256;224;59.15;2;"joy8way";2;"good";"good";"good"
"gridiron";"Gridiron Fight";1985;;;"raster";"horizontal";256;224;60;2;"trackball";1;"good";"good";"good"
"gsword";"Great Swordsman (World?)";1984;;;"raster";"horizontal";256;224;60;2;"joy2way";3;"good";"good";"good"
"chopliftu";"Choplifter (unprotected)";1985;"choplift";"choplift";"raster";"horizontal";256;224;60.096154;2;"joy8way";2;"good";"good";"good"
"chukatai";"Chuka Taisen (World)";1988;;;"raster";"horizontal";256;224;59.15;2;"joy8way";2;"good";"good";"good"
"mt_gfoot";"Great Football (Mega-Tech, SMS based)";1987;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"3ds";"Three Ds - Three Dealers Casino House";1985;;;"raster";"horizontal";256;224;60;2;;7;"imperfect";"good";"good"
"tigeroad";"Tiger Road (US)";1987;;;"raster";"horizontal";256;224;60.08;2;"joy8way";2;"good";"good";"good"
"streetsmw";"Street Smart (World version 1)";1989;"streetsm";"streetsm";"raster";"horizontal";256;224;59.185606;2;"joy8way";3;"good";"good";"good"
"mt_stf";"Joe Montana II: Sports Talk Football (Mega-Tech)";1991;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"wintbob";"The Winter Bobble (bootleg of Snow Bros.)";1990;"snowbros";"snowbros";"raster";"horizontal";256;224;57.5;2;"joy8way";3;"good";"good";"good"
"spec2k";"Spectrum 2000 (Euro)";2000;;;"raster";"horizontal";256;224;56;2;"joy8way";2;"good";"good";"good"
"mt_soni2";"Sonic The Hedgehog 2 (Mega-Tech)";1992;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"streetsm";"Street Smart (US version 2)";1989;;;"raster";"horizontal";256;224;59.185606;2;"joy8way";3;"good";"good";"good"
"jujub";"JuJu Densetsu (Japan, bootleg)";1989;"toki";"toki";"raster";"horizontal";256;224;59.61;2;"joy8way";2;"imperfect";"good";"imperfect"
"jpopnics";"Jumping Pop (Nics, Korean bootleg of Plump Pop)";1992;;;"raster";"horizontal";256;224;60;2;"dial";2;"imperfect";"good";"good"
"sbsgomo";"Space Battle Ship Gomorrah";1990;"bioship";"bioship";"raster";"horizontal";256;224;56;2;"joy8way";2;"imperfect";"good";"imperfect"
"pclubj";"Print Club (Japan Vol.1)";1995;;;"raster";"horizontal";256;224;60;1;"joy2way";2;"preliminary";"good";"good"
"pclubjv2";"Print Club (Japan Vol.2)";1995;"pclubj";"pclubj";"raster";"horizontal";256;224;60;1;"joy2way";2;"preliminary";"good";"good"
"spnchoutj";"Super Punch-Out!! (Japan)";1984;"spnchout";"spnchout";"raster";"horizontal";256;224;60;1;"joy4way";4;"good";"good";"good"
"pbillian";"Prebillian";1986;;;"raster";"horizontal";256;224;60;2;"dial";3;"good";"good";"good"
"popspops";"Pop's Pop's";1999;;;"raster";"horizontal";256;224;56;2;"joy8way";2;"good";"good";"good"
"undoukai";"The Undoukai (Japan)";1984;"fieldday";"fieldday";"raster";"horizontal";256;224;60;4;;3;"good";"good";"good"
"wc90b2";"Worldcup '90";1989;"wc90";"wc90";"raster";"horizontal";256;224;60;2;"joy8way";2;"imperfect";"good";"imperfect"
"sboblboa";"Super Bobble Bobble (set 1)";1986;"bublbobl";"bublbobl";"raster";"horizontal";256;224;59.185606;2;"joy2way";2;"good";"good";"good"
"shogwarr";"Shogun Warriors (World)";1992;;;"raster";"horizontal";256;224;59.1854;2;"joy8way";4;"good";"good";"good"
"tigeroadb";"Tiger Road (US bootleg)";1987;"tigeroad";"tigeroad";"raster";"horizontal";256;224;60.08;2;"joy8way";2;"good";"good";"good"
"stfight";"Street Fight (Germany)";1986;"empcity";"empcity";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"mt_wwar";"Wrestle War (Mega-Tech)";1991;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"honeydol";"Honey Dolls";1995;;;"raster";"horizontal";256;224;57.5;2;"joy8way";3;"good";"good";"good"
"mt_shar2";"Space Harrier II (Mega-Tech)";1988;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"potopoto";"Poto Poto (Japan)";1994;;;"raster";"horizontal";256;224;60;2;"joy8way";1;"good";"good";"good"
"mt_tfor2";"Thunder Force II MD (Mega-Tech)";1989;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"ksayakyu";"Kusayakyuu";1985;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"subhunt";"Sub Hunter";1977;"depthch";"depthch";"raster";"horizontal";256;224;60;1;"joy2way";2;"imperfect";"good";"imperfect"
"mechatt";"Mechanized Attack (World)";1989;;;"raster";"horizontal";256;224;60;2;"lightgun";2;"good";"good";"good"
"streetsm1";"Street Smart (US version 1)";1989;"streetsm";"streetsm";"raster";"horizontal";256;224;59.185606;2;"joy8way";3;"good";"good";"good"
"streetsmj";"Street Smart (Japan version 1)";1989;"streetsm";"streetsm";"raster";"horizontal";256;224;59.185606;2;"joy8way";3;"good";"good";"good"
"ssf2ghw";"Super Street Fighter II - The New Challengers (Arcade bootleg of Japanese MegaDrive version)";1994;;;"raster";"horizontal";256;224;60;2;"joy8way";6;"good";"good";"good"
"nss_skin";"Skins Game (Nintendo Super System)";1992;;"nss";"raster";"horizontal";256;224;60.098476;2;"joy8way";6;"preliminary";"good";"imperfect"
"wboy";"Wonder Boy (set 1, 315-5177)";1986;;;"raster";"horizontal";256;224;60.096154;2;"joy2way";2;"good";"good";"good"
"stfighta";"Street Fight";1986;"empcity";"empcity";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"silvland";"Silver Land";1981;"rpatrol";"rpatrol";"raster";"horizontal";256;224;60;2;"joy2way";1;"good";"good";"good"
"wboyo";"Wonder Boy (set 1, 315-5135)";1986;"wboy";"wboy";"raster";"horizontal";256;224;60.096154;2;"joy2way";2;"good";"good";"good"
"mt_srage";"Streets of Rage (Mega-Tech)";1991;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"nss_sten";"Super Tennis (Nintendo Super System)";1991;;"nss";"raster";"horizontal";256;224;60.098476;2;"joy8way";6;"preliminary";"good";"imperfect"
"pop_hh";"Popper (Hard Head bootleg)";1988;"hardhead";"hardhead";"raster";"horizontal";256;224;59.1;2;"joy8way";2;"good";"good";"good"
"sranger";"Super Ranger (v2.0)";1988;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"kungfuta";"Kung-Fu Taikun (alt)";1984;"kungfut";"kungfut";"raster";"horizontal";256;224;60;2;"joy2way";3;"good";"good";"good"
"sbasebal";"Super Champion Baseball (US)";1989;;;"raster";"horizontal";256;224;60;2;"joy8way";3;"good";"good";"good"
"leadang";"Lead Angle (Japan)";1988;"deadang";"deadang";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"mp_soni2";"Sonic The Hedgehog 2 (Mega Play)";1993;;"megaplay";"raster";"horizontal";256;224;60;2;"joy8way";4;"good";"good";"good"
"pclubjv4";"Print Club (Japan Vol.4)";1996;"pclubj";"pclubj";"raster";"horizontal";256;224;60;1;"joy2way";2;"preliminary";"good";"good"
"mt_sonia";"Sonic The Hedgehog (Mega-Tech, set 2)";1991;"mt_sonic";"mt_sonic";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"srangerb";"Super Ranger (bootleg)";1988;"sranger";"sranger";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"legionna";"Legionnaire (World)";1992;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"preliminary";"good";"good"
"sboblbob";"Super Bobble Bobble (set 2)";1986;"bublbobl";"bublbobl";"raster";"horizontal";256;224;59.185606;2;"joy2way";2;"good";"good";"good"
"mt_sonic";"Sonic The Hedgehog (Mega-Tech, set 1)";1991;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"mt_lastb";"Last Battle (Mega-Tech)";1989;;"megatech";"raster";"horizontal";256;224;60;2;"joy8way";4;"preliminary";"good";"good"
"lomakai";"Legend of Makai (World)";1988;;;"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"mechattu";"Mechanized Attack (US)";1989;"mechatt";"mechatt";"raster";"horizontal";256;224;60;2;"lightgun";2;"good";"good";"good"
"insectxj";"Insector X (Japan)";1989;"insectx";"insectx";"raster";"horizontal";256;224;60;2;"joy8way";2;"good";"good";"good"
"mp_sor2";"Streets of Rage II (Mega Play)";1993;;"megaplay";"raster";"horizontal";256;224;60;2;"joy8way";4;"good";"good";"good"
"mp_sonic";"Sonic The Hedgehog (Mega Play)";1993;;"megaplay";"raster";"horizontal";256;224;60;2;"joy8way";4;"good";"good";"good"
"sblast2b";"Sonic Blast Man 2 Special Turbo (SNES bootleg)";1997;;;"raster";"horizontal";256;224;60.098476;4;"joy8way";10;"imperfect";"good";"imperfect"
"junglehbr";"Jungle Hunt (Brazil)";1983;"junglek";"junglek";"raster";"horizontal";256;224;60;2;"joy8way";1;"good";"good";"good"
